





PK;NOMBRE;SUBTIPO;DESCRIPCION;FECHA;AUTORES;PDF;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
409364;"Fuente en la calle Aceuchal";"Fuente, Estanque, Lámina de agua";"La fuente fue instalada en el año 2000 como elemento ornamental principal de la pequeña plazoleta rectangular delimitada por las calles Alfaro, Tucán y Eduardo Morales, actuando asimismo como límite visual que separa la zona de paso que sigue el eje formado por las calles Tucán y Aceuchal del espacio de estancia de la plaza, dotado también de arbolado en alcorques, vegetación en macetas, bancos y veladores con asientos.";"2000";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409364.pdf?idMonumento=4308b09812dc4510b09812dc45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=4308b09812dc4510b09812dc45102e085a0aRCRD";"Alfaro";"C";"V";"";"";"";"";"";"MADRID";"MADRID";"";"VISTA ALEGRE";"CARABANCHEL";"437381";"4471356";"40.39045034930564";"-3.737805895018033";"";"";"";""; 
409291;"Fuente en la calle Agustín de Foxá";"Fuente, Estanque, Lámina de agua";"Acompañando toda la operación que supuso la construcción del paso subterráneo de automóviles de la Plaza de Castilla, uno de cuyos ramales desemboca en la calle de Agustín de Foxá, se reordenó hacia 1995 la encrucijada de esta calle con la de Mauricio Legendre mediante una glorieta de planta circoagonal en cuña, en cuyo extremo mayor se instaló una pequeña fuerte circular con surtidores.";"1995";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409291.pdf?idMonumento=4e78091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=4e78091d1b9c4510091d1b9c45102e085a0aRCRD";"Agustín de Foxá";"C";"V";"";"";"";"";"";"MADRID";"MADRID";"";"CASTILLA";"";"441778";"4480026";"40.46887284328841";"-3.6867961690101363";"";"";"";""; 
409405;"Fuente en la calle Argumosa";"Fuente, Estanque, Lámina de agua";"Dentro del Área de Rehabilitación Integral del Barrio de Lavapiés se plantearon una serie de intervenciones en espacios públicos con la intención de ordenar, embellecer y recuperar ámbitos generalmente sin tratamiento. Este es el caso del cruce entre las calles Argumosa y Doctor Fourquet, que se solventa con una isleta ajardinada y una fuente interior, obra terminada en 2002 y realizada por los canteros municipales.";"2002";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409405.pdf?idMonumento=0588091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0588091d1b9c4510091d1b9c45102e085a0aRCRD";"Argumosa";"C";"V";"";"";"";"";"";"MADRID";"MADRID";"";"EMBAJADORES";"CENTRO";"440895";"4473245";"40.40772418049624";"-3.696580685755949";"";"";"";""; 
409312;"Fuente en la calle Arroyo del Olivar";"Fuente, Estanque, Lámina de agua";"Elemento ornamental que preside la pequeña plaza sin nombre creada en la confluencia de las calles Arroyo del Olivar y Martínez de la Riva.";"1999";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409312.pdf?idMonumento=6088091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=6088091d1b9c4510091d1b9c45102e085a0aRCRD";"Arroyo del Olivar";"C";"V";"";"";"";"";"";"MADRID";"MADRID";"";"SAN DIEGO";"PUENTE DE VALLECAS";"443459";"4471695";"40.39393899507391";"-3.6662270330764617";"";"";"";""; 
409211;"Fuente en la calle Arturo Soria y avenida de San Luis";"Fuente, Estanque, Lámina de agua";"Este lugar es el punto final de lo que fue la Ciudad Lineal de Arturo Soria, aunque la calle de ese nombre se prolongue hacia el norte en el sector conocido como Pinar de Chamartín. Cuando se hizo la última remodelación de la avenida de San Luis a finales de los años noventa, se modificó todo este nudo de encuentro y se instaló en su centro esta fuente de planta circular con un juego de surtidores.";"Cercano a 2000";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409211.pdf?idMonumento=2a78091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=2a78091d1b9c4510091d1b9c45102e085a0aRCRD";"Arturo Soria";"C";"V";"310";"";"";"";"";"MADRID";"MADRID";"";"COSTILLARES";"CIUDAD LINEAL";"443330";"4480817";"40.476105855383054";"-3.6685603925708694";"";"";"";""; 
409430;"Fuente en la calle Batería";"Fuente, Estanque, Lámina de agua";"El 18 de octubre de 1996 se inauguró un pequeño parque que ocupa una manzana situada entre el barrio de la Concepción y la colonia de San Vicente, como reza la placa situada en el lugar. Tiene una traza aproximadamente radioconcéntrica en torno a una glorieta de planta elíptica, y en el centro de ese espacio se instaló esta fuente decorativa de vidrio, acero y hormigón.";"1996";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409430.pdf?idMonumento=0688091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0688091d1b9c4510091d1b9c45102e085a0aRCRD";"BATERIAS";"CALLE";"V";"9";"";"";"";"";"MADRID";"MADRID";"28027";"CONCEPCION";"CIUDAD LINEAL";"444961";"4476932";"40.44121763090304";"-3.648978866678656";"";"";"";""; 
400315;"Fuente en la calle Bravo Murillo";"Fuente, Estanque, Lámina de agua";"En el lugar en que se ubicaba la Plaza de Toros de Tetuán hasta el año 1936, se levantó a mediados de los años setenta un masivo y desproporcionado bloque de viviendas, con unos jardines en su centro rodeados por un aparcamiento de automóviles. En el centro de los jardines se emplaza una fuente de placas de piedra, rodeada de setos.";"1975";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400315.pdf?idMonumento=2498091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=2498091d1b9c4510091d1b9c45102e085a0aRCRD";"Bravo murillo";"C";"V";"";"";"";"";"";"MADRID";"MADRID";"";"VALDEACEDERAS";"";"440795";"4479225";"40.4615876316737";"-3.6983162501726494";"";"";"";""; 
409564;"Fuente en la calle Brescia";"Fuente, Estanque, Lámina de agua";"Como resultado de un plan municipal de instalación de fuentes, durante el período en que fue alcalde don José María Álvarez del Manzano, entre los años 1991 y 2003, se ajardinaron y dotaron de este ornamento urbano numerosas plazas, glorietas y encrucijadas, entre ellas ésta que preside un encuentro circulatorio de automóviles de varias calles del barrio conocido como Parque de las Avenidas.";"2001";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409564.pdf?idMonumento=0b88091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0b88091d1b9c4510091d1b9c45102e085a0aRCRD";"Brescia";"C";"V";"1";"";"";"";"";"MADRID";"MADRID";"";"GUINDALERA";"SALAMANCA";"443656";"4476433";"40.43663484651211";"-3.664325572838543";"";"";"";""; 
409404;"Fuente en la calle Canarias";"Fuente, Estanque, Lámina de agua";"Fuente ornamental en cascada, introducida con motivo de la remodelación del entorno de los antiguos almacenes de Tabacalera, que salva el acusado desnivel existente en ese punto entre las calles Canarias y General Lacy.";"Cercano a 2000";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409404.pdf?idMonumento=e488091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=e488091d1b9c4510091d1b9c45102e085a0aRCRD";"Canarias";"C";"V";"52-54";"";"";"";"";"MADRID";"MADRID";"";"PALOS DE MOGUER";"ARGANZUELA";"441546";"4472762";"40.401546609138926";"-3.690129909960441";"";"";"";""; 
409413;"Fuente en la calle Caramuel";"Fuente, Estanque, Lámina de agua";"La fuente se instaló en el año 2003 en la calle Caramuel, en los aledaños de la importante colonia de Juan Tornero y casi frente a la Escuela Infantil Puerta del Ángel, lindando además con el parque Caramuel y en los márgenes de lo que fuera en su día el barrio de Goya. De promoción municipal, por su escala doméstica y su emplazamiento en un tejido de fuerte raigambre residencial puede vincularse al contexto urbano circundante y, de hecho, su configuración formal traería a la memoria al personaje que nombra la calle y el parque en el barrio de la Puerta del Ángel, el monje cisterciense del siglo XVII Juan Caramuel Lobkowitz (Madrid, 1606-Vigevano, 1682), conocido como el Leibniz español, destacado filósofo y profesor de Teología en la Universidad de Lovaina que desempeñó importantes cargos eclesiásticos, como el de Arzobispo de Vegeven, y abarcó múltiples planos de la cultura y el conocimiento, siempre enfocado desde todas las perspectivas posibles replanteándose los fundamentos teóricos de cada disciplina en busca de una posición innovadora y original a caballo entre la escolástica y la modernidad; fue autor en 1678, entre innumerables publicaciones y textos no impresos, de la Architectura civil, recta y obliqua considerada y dibuxada en el templo de Ierusalen [...] promovida a suma perfeccion en el templo y palacio de S. Loren&amp;ccedil;o cerca del Escurial que invento con su divino ingenio, delineo y dibuxo con su real mano y con excessivos gastos empleando los mejores architectos de Europa erigio el Rey d. Phelipe II ... Esta monumental obra, dedicada a don Juan de Austria y sobre la que planea, como en el resto de su producción, el paradigma de los gustos del barroco, tiene un carácter enciclopédico, pues toca multitud de temas de la ciencia y del pensamiento y constituye en suma una singular historia de la humanidad.";"2003";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409413.pdf?idMonumento=4588091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=4588091d1b9c4510091d1b9c45102e085a0aRCRD";"Caramuel";"C";"V";"";"";"";"";"";"MADRID";"MADRID";"";"PUERTA DEL ÁNGEL";"LATINA";"438359";"4473663";"40.41130579307146";"-3.7265069189014803";"";"";"";""; 
409314;"Fuente en la calle Condesa de Venadito";"Fuente, Estanque, Lámina de agua";"Dentro del plan municipal de realización de fuentes en plazas y glorietas, se prestó atención algo más tarde a pequeñas encrucijadas o intersecciones como ésta situada en el cruce de las calles de Agastia y Condesa de Venadito, donde se instaló una fuente decorativa en 1999.";"1999";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409314.pdf?idMonumento=8088091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=8088091d1b9c4510091d1b9c45102e085a0aRCRD";"Condesa de Venadito";"C";"V";"11";"";"";"";"";"MADRID";"MADRID";"";"SAN PASCUAL";"CIUDAD LINEAL";"444869";"4477632";"40.445645373534106";"-3.6513958890131715";"";"";"";""; 
409251;"Fuente en la calle Damasquillo";"Fuente, Estanque, Lámina de agua";"La instalación de esta sencilla fuente ornamental se llevó a cabo a finales de la década de los 90 con motivo de las obras de acondicionamiento y mejora del parque urbano situado en la intersección de las calles Damasquillo, Vidauba y Rafael Finat, una pequeña franja verde de topografía desigual con un espacio central allanado, en el que además se instalaron juegos infantiles y se renovaron el pavimento y el mobiliario urbano; su diseño sigue un patrón habitual en las fuentes municipales madrileñas realizadas en la última década, entre las que se cuentan algunas de las ubicadas en el adyacente Parque de las Cruces.";"1999";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409251.pdf?idMonumento=cc78091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=cc78091d1b9c4510091d1b9c45102e085a0aRCRD";"Damasquillo";"C";"V";"4";"";"";"";"";"MADRID";"MADRID";"";"ÁGUILAS";"LATINA";"435127";"4470576";"40.383251309706296";"-3.764281928841832";"";"";"";""; 
409620;"Fuente en la calle del Euro";"Fuente, Estanque, Lámina de agua";"Esta fuente y la pérgola que la rodea forman parte del conjunto de elementos ornamentales de las nuevas zonas verdes del barrio de Bellavista, un área de reciente edificación que responde al crecimiento urbano de la franja suroeste de Madrid. El desarrollo de este barrio es consecuencia de la ampliación del entorno de la Vía Lusitana y sus aledaños, cuyo origen se encuentra en los planes urbanísticos realizados durante la década de los 60 para ordenar el crecimiento de la parte sur de Madrid; desde esa época la zona ha experimentado diversas transformaciones, entre las que se incluyen la aparición de nuevos conjuntos residenciales, el desarrollo del Parque Sur y la paulatina modificación de la propia Vía Lusitana. En los últimos años la zona ha continuado creciendo, completándose lo existente con nuevas intervenciones residenciales y dotacionales, entre las que se encuentran el parque situado entre la avenida de los Poblados y el cementerio de Carabanchel y la franja verde dispuesta entre la carretera de Leganés y la calle del Euro, ambas finalizadas en 2006: en esta última, sobre una zona elevada a la que se accede por una escalinata, se encuentran situadas la citada fuente y la pérgola asociada, obra del Departamento de Iniciativa Privada II (A.G.U.V.I.) del Ayuntamiento de Madrid.";"2006";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409620.pdf?idMonumento=0d88091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0d88091d1b9c4510091d1b9c45102e085a0aRCRD";"Euro";"Avda";"V";"";"";"";"";"";"MADRID";"MADRID";"";"BUENAVISTA";"CARABANCHEL";"437456";"4469404";"40.37098952013012";"-3.7379940969549947";"";"";"";""; 
409381;"Fuente en la calle Espejo";"Fuente, Estanque, Lámina de agua";"Dentro del amplio programa de embellecimiento del centro histórico de Madrid, fue remodelada la calle del Espejo; en este afán se incluyó en 2001 en el retranqueo realizado por la casa del n&amp;ordm; 8 una fuente de granito, rehecha con piezas antiguas conservadas en los almacenes municipales.";"2001";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409381.pdf?idMonumento=6388091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=6388091d1b9c4510091d1b9c45102e085a0aRCRD";"Espejo";"C";"V";"8";"";"";"";"";"MADRID";"MADRID";"";"PALACIO";"CENTRO";"439790";"4474268";"40.41686065537711";"-3.709699512693807";"";"";"";""; 
409242;"Fuente en la calle Francos Rodríguez";"Fuente, Estanque, Lámina de agua";"Esta retórica fuente responde a una tipología muy difundida observada en muy diversas situaciones, barrios y distritos madrileños, especialmente en las zonas de borde y periferia suburbana, y se basa en una liberación de los conceptos procedentes de cierto legado seudoclasicista impregnado de variados matices románticos, según modelos circulares y radiales, a veces rubricados con motivos estatuarios que enfatizan supuestas connotaciones monumentales. En tales casos suele tratarse, como en la fuente de la calle Francos Rodríguez, de  trazados asentados en la articulación de varios vasos circulares o elípticos, con resultado a veces  de composiciones orgánicas y otras, como aquí, de composiciones de cariz radioconcéntrico con apelaciones a la axialidad y la simetría. Generalmente, estos tipos se difunden en los años noventa y los primeros dos mil y se suelen situar en ámbitos urbanos de gran porte, plazas, encrucijadas, etc…; son de grandes dimensiones y considerable desarrollo, poniendo en valor el peculiar y singular escenario cívico en que se ubican, como ocurre con esta fuente situada en una gran plaza sin nombre resultado del comienzo de la calle Ofelia Nieto y la desembocadura de la avenida de Pablo Iglesias en el eje viario de Francos Rodríguez.";"Cercano a 1980";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409242.pdf?idMonumento=0c78091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0c78091d1b9c4510091d1b9c45102e085a0aRCRD";"Francos Rodríguez";"C";"V";"67";"";"";"";"";"MADRID";"MADRID";"";"BERRUGÜETE";"";"439681";"4478786";"40.45755282571315";"-3.711413082399007";"";"";"";""; 
409403;"Fuente en la calle Fuente Carrantona";"Fuente, Estanque, Lámina de agua";"Elemento ornamental que preside la glorieta situada en la intersección de las calles Fuente Carrantona y Arroyo Fontarrón. Está emparentada con otra fuente, de similares características, situada en la glorieta que se encuentra al otro lado de la autovía A-3, en el cruce de las avenidas de Pablo Neruda y Miguel Hernández";"2002";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409403.pdf?idMonumento=c488091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=c488091d1b9c4510091d1b9c45102e085a0aRCRD";"Arroyo Fontarrón";"C";"V";"s/n";"";"";"";"";"MADRID";"MADRID";"";"PAVONES";"MORATALAZ";"445834";"4472096";"40.39583741583655";"-3.6395447228216096";"";"";"";""; 
409383;"Fuente en la calle Ofelia Nieto";"Fuente, Estanque, Lámina de agua";"La calle Ofelia Nieto, insólitamente amplia en medio de la trama menuda del límite del barrio de Tetuán hacia la Dehesa de la Villa, responde en realidad al trazado del Canal de Isabel II, que discurría enterrado a lo largo de su recorrido. Acotada durante muchos años por una verja, se abrió al tráfico en los años setenta para hacer un acceso directo hacia la calle Villaamil y el barrio del Pilar, hasta que en 1994, al construirse el parque Rodríguez Sahagún, se unió mediante una calzada hacia la izquierda con el paseo de la Dirección. En la encrucijada resultante al final de la calle Ofelia Nieto y como parte de un plan de fuentes ornamentales en plazas y cruces viarios, se implantó en 2001 una fuente circular con surtidores, que actúa como réplica en mayor tamaño de la que hay a la entrada del parque desde este lugar.";"2001";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409383.pdf?idMonumento=a388091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=a388091d1b9c4510091d1b9c45102e085a0aRCRD";"Ofelia Nieto";"C";"V";"";"";"";"";"";"MADRID";"MADRID";"";"VALDEACEDERAS";"";"439942";"4479307";"40.46226510284802";"-3.7083843235885072";"";"";"";""; 
409507;"Fuente en la calle Vía Lusitana";"Fuente, Estanque, Lámina de agua";"Esta fuente forma parte de un conjunto que comprende varias piezas similares, distribuidas a lo largo de la Vía Lusitana entre la Avenida de los Poblados y la plaza de Fernández Ladreda (plaza Elíptica). El origen de esta calle se encuentra en los planes urbanísticos realizados durante la década de los 60 para ordenar el crecimiento de la parte sur de Madrid; desde esa época la zona ha experimentado diversas transformaciones, entre las que se incluyen la aparición de nuevos conjuntos residenciales, el desarrollo del Parque Sur y la paulatina modificación de la propia Vía Lusitana. Con la última reforma de esta calle, realizada en 2002, se ha efectuado una redistribución del tráfico, incluyendo paseos arbolados en los que se encuentran instaladas las citadas fuentes. Todas ellas comparten el mismo material y composición, si bien su forma y otras características responden en cada caso a las particularidades del lugar donde han sido ubicadas.";"2002";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409507.pdf?idMonumento=8988091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=8988091d1b9c4510091d1b9c45102e085a0aRCRD";"Vía Lusitana";"Avda";"V";"";"";"";"";"";"MADRID";"MADRID";"";"ABRANTES";"CARABANCHEL";"437953";"4469798";"40.376457956822655";"-3.73091512889544";"";"";"";""; 
408408;"Fuente en la entrada principal del parque Fuente del Berro";"Fuente, Estanque, Lámina de agua";"Esta posesión histórica –declarada Jardín Artístico según decretos de 31 de julio de 1941 y 4 de enero de 1946– perteneció desde 1609 a D. Juan Fernández de Velasco, quinto duque de Frías y Condestable de Castilla, siendo vendida en 1630 por el sexto duque, D. Bernardino, al rey Felipe IV, con la casa, arboleda, huerta, viña, estanques y manantiales adyacentes, además de la Fuente del Berro situada extramuros de la propiedad. En 1640 el monarca acogió en la finca a los monjes castellanos que habían sido expulsados del Monasterio de Montserrat y les donó la propiedad, pero en 1643 aquéllos encontraron una nueva ubicación dentro de Madrid y volvió a cambiar de propietarios. Se sabe que en 1703 pertenecía a D&amp;ordf; Maria Teresa Timiño Vázquez de Coronado, que la donó en testamento a los Mercedarios Calzados, quienes la mantuvieron hasta 1798, año en que salió a pública subasta, pasando en 1800 a manos de D. Martín de Estenoz y sucesivamente a su hijo D. Pedro, a D. Joaquín Santa Marina en 1904, a D. Patrick Escot en 1920, y a D. Cornelis van Eehgen en 1921, época en la que adquiere su mayor desarrollo y esplendor el jardín, que durante el siglo XIX había ido pasando paulatinamente del carácter de quinta de huertos y frutales al de parque paisajista. D. Mauritz van Eehgen, hijo del último propietario citado, la vendió al Ayuntamiento de Madrid por 6.700.000 de pesetas, siendo alcalde el conde de Mayalde, según escritura de 21 de junio de 1948. A partir de ese momento, el Ayuntamiento abordó una reforma del conjunto, cerrando el palacete y abriendo los jardines en 1953 como parque público.Frente a la entrada principal, situada en el eje de la calle Eduardo Aunós, se emplaza esta fuente con jarrón central y cuatro escalinatas. Es la pieza más próxima al pomposo estilo 'Beaux Arts', que domina en la decoración del palacio, y que se desarrolla durante las dos primeras décadas del siglo XX. En su conformación original, los actuales taludes empedrados eran arriates tapizados de flores y césped.";"Cercano a 1850";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408408.pdf?idMonumento=0e58091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0e58091d1b9c4510091d1b9c45102e085a0aRCRD";"";"";"V";"";"";"";"";"";"MADRID";"MADRID";"";"FUENTE DEL BERRO";"SALAMANCA";"443782";"4474811";"40.42203154009497";"-3.662696615791068";"";"";"";""; 
409626;"Fuente en la estación Asamblea de Madrid I";"Fuente, Estanque, Lámina de agua";"Elemento ornamental situado frente a la estación de cercanías de Asamblea de Madrid-Entrevías en el paseo construido sobre la vías soterradas del tren. Forma parte de una serie de cinco fuentes, de similares características, repartidas en el eje central de este bulevar, que cuenta además con pérgolas, jardineras y bancos diversos.";"2006";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409626.pdf?idMonumento=2d88091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=2d88091d1b9c4510091d1b9c45102e085a0aRCRD";"Entrevías";"Avda";"V";"s/n";"";"";"";"";"MADRID";"MADRID";"";"ENTREVÍAS";"PUENTE DE VALLECAS";"443359";"4470611";"40.38229470084367";"-3.668574523022585";"";"";"";""; 
409627;"Fuente en la estación Asamblea de Madrid II";"Fuente, Estanque, Lámina de agua";"Elemento ornamental situado junto a la estación de cercanías de Asamblea de Madrid-Entrevías en el paseo construido sobre las vías soterradas del tren. Forma parte de una serie de cinco fuentes, de similares características, repartidas en el eje central de este bulevar, que cuenta además con pérgolas, jardineras y bancos diversos.";"2006";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409627.pdf?idMonumento=4d88091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=4d88091d1b9c4510091d1b9c45102e085a0aRCRD";"Entrevías";"Avda";"V";"";"";"";"";"";"MADRID";"MADRID";"";"SAN DIEGO";"PUENTE DE VALLECAS";"443325";"4470300";"40.3813629118804";"-3.6676817511065227";"";"";"";""; 
409628;"Fuente en la estación Asamblea de Madrid III";"Fuente, Estanque, Lámina de agua";"Elemento ornamental situado junto a la estación de cercanías de Asamblea de Madrid-Entrevías en el paseo construido sobre las vías soterradas del tren. Forma parte de una serie de cinco fuentes, de similares características, repartidas en el eje central de este bulevar, que cuenta además con pérgolas, jardineras y bancos diversos. Esta fuente forma pareja con una idéntica situada a su lado.";"2006";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409628.pdf?idMonumento=6d88091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=6d88091d1b9c4510091d1b9c45102e085a0aRCRD";"Entrevías";"Avda";"V";"s/n";"";"";"";"";"MADRID";"MADRID";"";"SAN DIEGO";"PUENTE DE VALLECAS";"443479";"4470454";"40.38088844787187";"-3.6671587152198883";"";"";"";""; 
409629;"Fuente en la estación Asamblea de Madrid IV";"Fuente, Estanque, Lámina de agua";"Elemento ornamental situado junto a la estación de cercanías de Asamblea de Madrid-Entrevías en el paseo construido sobre la vías soterradas del tren. Forma parte de una serie de cinco fuentes, de similares características, repartidas en el eje central de este bulevar, que cuenta además con pérgolas, jardineras y bancos diversos. Esta fuente forma pareja con una idéntica situada a su lado.";"2006";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409629.pdf?idMonumento=8d88091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=8d88091d1b9c4510091d1b9c45102e085a0aRCRD";"Entrevías";"Avda";"V";"s/n";"";"";"";"";"MADRID";"MADRID";"";"PALOMERAS BAJAS";"PUENTE DE VALLECAS";"443499";"4470429";"40.38065558336821";"-3.6669208044652737";"";"";"";""; 
