





ID-EVENTO TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;DISTRITO;TIPO;AUDIENCIA;
10991847;"Los cuentos del erizo, de Daniel Tornero";"";"1";"0";"";"";"2019-12-10 00:00:00.0";"2019-12-10 23:59:00.0";"18:00";"Este espect�culo parte de un libro realizado en los campamentos de refugiados saharauis de Tidouf, situados al sur de Argelia.Los cuentos est�n narrados por las mujeres, madres y abuelas que habitan en estos campamentos. Las ilustraciones de este libro las he realizado yo mismo junto con las ni�as y los ni�os saharauis, al igual que los materiales que van acompa�ando a los protagonistas de estas historias. En los talleres donde se crearon estas ilustraciones tambi�n se fue formando esta sesi�n de cuentos mezcla de cuentos y an�cdotas de mi viaje. Para ni�os y ni�as de 4 a 10 a�os.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=127674bf74e1c610VgnVCM2000001f4a900aRCRD";"Cuentos infantiles en la Biblioteca P�blica Municipal Francisco Iba�ez";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fbf09e01dbce1510VgnVCM1000000b205a0aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0fce3d0b5e71c010VgnVCM1000000b205a0aRCRD";"Biblioteca P�blica Municipal Francisco Ib��ez (Chamart�n)";"442766";"4477922";"40.44810636195716";"-3.6762309620097398";"CHAMARTIN";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Ni�os,/usuario/Familias";
10994791;"Los cuentos del erizo, de Daniel Tornero";"";"1";"0";"";"";"2019-12-16 00:00:00.0";"2019-12-16 23:59:00.0";"18:00";"Este espect�culo parte de un libro realizado en los campamentos de refugiados saharauis de Tidouf, situados al sur de Argelia.Los cuentos est�n narrados por las mujeres, madres y abuelas que habitan en estos campamentos. Las ilustraciones de este libro las he realizado yo mismo junto con las ni�as y los ni�os saharauis, al igual que los materiales que van acompa�ando a los protagonistas de estas historias. En los talleres donde se crearon estas ilustraciones tambi�n se fue formando esta sesi�n de cuentos mezcla de cuentos y an�cdotas de mi viaje. Para ni�os y ni�as de 4 a 10 a�os.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=edbfa15564d2c610VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD";"Biblioteca P�blica Municipal Mario Vargas Llosa (Centro)";"440645";"4475347";"40.426642215368176";"-3.699722994908341";"CENTRO";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Ni�os,/usuario/Familias";
10991484;"Los cuentos del erizo, de Daniel Tornero";"";"1";"0";"";"";"2019-12-12 00:00:00.0";"2019-12-12 23:59:00.0";"18:00";"Este espect�culo parte de un libro realizado en los campamentos de refugiados saharauis de Tidouf, situados al sur de Argelia.Los cuentos est�n narrados por las mujeres, madres y abuelas que habitan en estos campamentos. Las ilustraciones de este libro las he realizado yo mismo junto con las ni�as y los ni�os saharauis, al igual que los materiales que van acompa�ando a los protagonistas de estas historias. En los talleres donde se crearon estas ilustraciones tambi�n se fue formando esta sesi�n de cuentos mezcla de cuentos y an�cdotas de mi viaje. Para ni�os y ni�as de 4 a 10 a�os.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d7a6c4b4e791c610VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eb9e995a8bf5d010VgnVCM2000000c205a0aRCRD";"Biblioteca P�blica Municipal Canillejas (San Blas-Canillejas)";"448119";"4477485";"40.44640229188281";"-3.6117933204271098";"SAN BLAS-CANILLEJAS";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Ni�os,/usuario/Familias";
10991692;"Los cuentos del erizo, de Daniel Tornero";"";"1";"0";"";"";"2019-11-28 00:00:00.0";"2019-11-28 23:59:00.0";"18:00";"Este espect�culo parte de un libro realizado en los campamentos de refugiados saharauis de Tidouf, situados al sur de Argelia.Los cuentos est�n narrados por las mujeres, madres y abuelas que habitan en estos campamentos. Las ilustraciones de este libro las he realizado yo mismo junto con las ni�as y los ni�os saharauis, al igual que los materiales que van acompa�ando a los protagonistas de estas historias. En los talleres donde se crearon estas ilustraciones tambi�n se fue formando esta sesi�n de cuentos mezcla de cuentos y an�cdotas de mi viaje. Para ni�os y ni�as de 4 a 10 a�os.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8337b8828ad1c610VgnVCM2000001f4a900aRCRD";"Cuentos infantiles en la Biblioteca P�blica Municipal Francisco Ayala";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c680a16ba7c3510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f05279262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca P�blica Municipal Francisco Ayala (Vic�lvaro)";"447278";"4472321";"40.39982891410407";"-3.621281890570377";"VICALVARO";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Ni�os,/usuario/Familias";
11030609;"Los molinos de la noche";"";"1";"0";"";"";"2019-10-07 00:00:00.0";"2019-10-07 23:59:00.0";"18:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e0d331d68627d610VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d5c548d20675e010VgnVCM1000000b205a0aRCRD";"Biblioteca P�blica Municipal Pablo Neruda (Ciudad Lineal)";"445570";"4475617";"40.42941133441142";"-3.6416899839787695";"CIUDAD LINEAL";"/contenido/actividades/ConferenciasColoquios";"";
10987807;"Los tres pilares fundamentales en la pr�ctica de Mindfulness";"";"1";"0";"";"";"2019-10-29 00:00:00.0";"2019-10-29 23:59:00.0";"19:00";"Fernando Mancebo, experto en Mindfulness y Eneagrama, nos trae un ciclo de conferencias en torno al mindfulness, es decir, la capacidad de prestar atenci�n de manera consciente a la experiencia del momento presente con inter�s, curiosidad y aceptaci�n. Este tipo de atenci�n nos permite aprender a relacionarnos de forma directa con aquello que est� ocurriendo en nuestra vida, aqu� y ahora, en el momento presente. Esta atenci�n plena nos ayuda a recuperar nuestro equilibrio interno, atendiendo de forma integral a los aspectos de la persona; cuerpo, mente y esp�ritu. Sala de Cristal. M�ximo 25 participantes. Inscripciones a partir del 2 de septiembre.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d737cd29435fb610VgnVCM2000001f4a900aRCRD";"El camino del Mindfulness";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f8e6cd29435fb610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD";"Biblioteca P�blica Municipal Mario Vargas Llosa (Centro)";"440645";"4475347";"40.426642215368176";"-3.699722994908341";"CENTRO";"/contenido/actividades/ConferenciasColoquios";"";
11030990;"Los tres tenores";"";"1";"0";"";"";"2019-10-18 00:00:00.0";"2019-10-18 23:59:00.0";"19:30";"Lo m�s popular de la canci�n l�rica de la mano de tres maestros de talla internacional como son Casanova, Lavid y Bassi.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ec32e4cfa318d610VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=76c43d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Almirante Churruca (Latina)";"433786";"4470559";"40.3829835905706";"-3.7800890564106613";"LATINA";"/contenido/actividades/Musica/Zarzuela";"";
11006066;"Los Voluble";"";"0";"0";"";"";"2019-12-05 00:00:00.0";"2019-12-05 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3a4db861bc1dc610VgnVCM1000001d4a900aRCRD";"Suena Conde Duque. Tejiendo comunidad";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a59b861bc1dc610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Conde Duque";"439759";"4475508";"40.42802889001877";"-3.710182353581842";"CENTRO";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
10836566;"Ludotecas en Distrito Latina";"";"1";"1";"V,S";"";"2019-10-04 00:00:00.0";"2019-10-26 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0cf0135ae0a57610VgnVCM2000001f4a900aRCRD";"Ludotecas en Distrito Latina";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d0f0135ae0a57610VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"/contenido/actividades/ActividadesEscolares";"/usuario/Ni�os";
11014018;"LURRALDE HOTZAK";"";"0";"0";"";"";"2019-10-13 00:00:00.0";"2019-10-13 23:59:00.0";"";"Lurralde Hotzak (Cold Lands) realiza un viaje personal y cinematogr�fico de la mano de cineastas como Theo Angelopoulos, Bego Vicario, Rut Hillarp o Wim Wenders. Su visi�n de lo que es el cine, lo que se esconde dentro de las im�genes se cruza, en esta roadmovie de no-ficci�n, con el mundo de la apicultura, la arquitectura, el paisaje humano y la luz del norte. Lurralde Hotzak es cine dentro del cine y localizaciones cinematogr�ficas que cobran nuevos sentidos al ser revisitadas por una mirada contempor�nea.Desde los paisajes de tierras adentro, quemados por el sol, pasando por la luz azul de las tierras al norte, la pel�cula reflexiona sobre los archivos cinematogr�ficos, su vigencia y su importancia como tesoro cultural. Al mismo tiempo, otorga a la arqueolog�a cinematogr�fica un nuevo sentido al situarla en interacci�n con im�genes del presente.Presentaci�n con la directora�Iratxe Fresneda.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f999a4e0fe91d610VgnVCM1000001d4a900aRCRD";"28.� Festival de Cine de Madrid. Plataforma Nuevos Realizadores (PNR).";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d4e9a4e0fe91d610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD";"Cineteca Madrid";"440946";"4471394";"40.391053041229135";"-3.6958079719260075";"ARGANZUELA";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11006870;"L.E.V. Matadero. Festival de m�sica electr�nica";"";"0";"1";"L,M,X,J,V,S,D";"";"2019-10-17 00:00:00.0";"2019-10-20 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5832bc29147dc610VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD";"Matadero Madrid";"440946";"4471394";"40.391054868587204";"-3.6958072892892155";"ARGANZUELA";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11030955;"Mad Martin";"";"1";"0";"";"";"2019-10-04 00:00:00.0";"2019-10-04 23:59:00.0";"19:00";"Un show donde la magia, el humor y la puesta en escena convierten el 'truco' m�s sencillo en un espect�culo que va m�s all� de la imaginaci�n.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9cde4cfa318d610VgnVCM2000001f4a900aRCRD";"Programa de actividades en el Centro Cultural Jos� Luis Sampedro (Latina)";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=044239c8e2993510VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bd3fba61e681c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Jos� Luis Sampedro (Latina)";"436432";"4472601";"40.40159394334669";"-3.749110841406562";"LATINA";"/contenido/actividades/CircoMagia";"";
11031718;"Madrid Gr�fica 19. Ciudades sostenibles.";"";"1";"1";"L,M,X,J,V,S";"";"2019-10-06 00:00:00.0";"2019-10-18 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=18ab87035468d610VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b063d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Casa del Reloj (Arganzuela)";"440586";"4471782";"40.394522745106734";"-3.7000855961559855";"ARGANZUELA";"/contenido/actividades/Exposiciones";"";
11017435;"Madrid Isabelino";"";"0";"0";"";"";"2019-11-20 00:00:00.0";"2019-11-20 23:59:00.0";"11:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=749907298aa2d610VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=697c598d1351c010VgnVCM1000000b205a0aRCRD";"Biblioteca P�blica Municipal La Elipa (Ciudad Lineal)";"444705";"4474959";"40.42342659084215";"-3.651841641389484";"CIUDAD LINEAL";"/contenido/actividades/ExcursionesItinerariosVisitas";"";
10958461;"Madrid se escribe con M de Mingote";"";"1";"1";"M,X,J,V,S,D";"";"2019-05-30 00:00:00.0";"2020-01-12 23:59:00.0";"12:00";"Madrid se escribe con m de Mingote es el t�tulo de la nueva exposici�n que presenta el museo en homenaje al gran maestro del humor en el centenario de su nacimiento. Nacido en Sitges y criado en Arag�n, transcurri� la mayor parte de su vida en Madrid, donde muri� a los 93 a�os de edad, despu�s de haber dejado una ingente obra a base de vi�etas, dise�os, dibujos, figurines, ilustraciones para diarios, revistas, adem�s de textos literarios, guiones para cine y televisi�n, testimonios todos ellos de una particular filosof�a de la vida De formaci�n autodidacta, se consider� heredero del esp�ritu vanguardista anterior a la guerra, encarnado por Ram�n G�mez de la Serna, Julio Camba, Wenceslao Fern�ndez Fl�rez o Enrique Jardiel Poncela, a quienes admiraba. Fue colaborador de La Codorniz desde 1946, siendo director �lvaro de Laiglesia, hasta 1956 y de ABC desde 1953 hasta su muerte, publicando un chiste diario, muchas veces la portada, algo ins�lito hasta el momento en el mundo de la prensa escrita.  La Codorniz, 'una ventana abierta al optimismo' como la calificaba Mingote, hab�a sido fundada por Miguel Mihura, maestro del humor del absurdo, en 1941. En su dilatada existencia, 1941-1978, colaboraron los mejores dibujantes y humoristas de distintas generaciones, desde Edgar Neville, Enrique Herreros, Tono, hasta Chumy Ch�mez, Rafael Azcona, M�ximo, El Perich, Forges, Ops. La casualidad, como �l dec�a, llev� a Mingote a convertirse en humorista gr�fico de prensa pero no renunci� a escribir, a pintar, a decorar algunos edificios de Madrid, a dibujar los bocetos del carill�n de la calle de la Sal, a dise�ar la funda protectora durante la restauraci�n de la Puerta de Alcal� (1992), a bosquejar el mural de la estaci�n de metro de Retiro? Ahora el museo presenta m�s de cien dibujos originales creados para el libro Historia de Madrid desde la prehistoria hasta la muerte de Cervantes, publicado en 1961, ambicioso proyecto que inclu�a una segunda parte que finalmente no vio la luz. Nuestro agradecimiento a la viuda y compa�era de Mingote, Isabel Vigiola y a la Fundaci�n Antonio Mingote y su archivera, Mar�a Jes�s Dom�nguez Tristancho, 'Chus', por cedernos estos dibujos para disfrute de los visitantes del museo a Gaboche Ars Gestio por apoyar esta iniciativa";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8665c770f48fa610VgnVCM1000001d4a900aRCRD";"Madrid se escribe con M de Mingote";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=61a3c770f48fa610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f3079262ef5d010VgnVCM1000000b205a0aRCRD";"Museo de Historia de Madrid";"440550";"4475251";"40.42577054821346";"-3.700845660719608";"CENTRO";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
10916518;"Madrid, ciudad educadora 1898/1938). Memoria de la escuela p�blica.";"";"1";"1";"M,X,J,V,S,D";"1/5/2019;";"2019-03-23 00:00:00.0";"2019-10-06 23:59:00.0";"10:00";"El Museo de Historia de Madrid acoge en su sala de exposiciones temporales y en el patio de acogida la muestra  Madrid, ciudad educadora (1898-1938). Memoria de la escuela p�blica.   La exposici�n presenta la evoluci�n de la escuela p�blica en Madrid desde finales del siglo XIX, en concreto desde la propagaci�n de las ideas regeneracionistas en sus diversas tendencias hasta el final de la guerra civil. En el primer �mbito se narra el contexto hist�rico en el que surge el Regeneracionismo, su concepci�n de la escuela p�blica y sus diferentes modelos, para continuar con la influencia de la Instituci�n Libre de Ense�anza, los proyectos de escolarizaci�n del extrarradio y  los planes educadores de la II Rep�blica. En el segundo �mbito, se presentan los primeros grupos escolares madrile�os, las Escuelas Modelo y los Jardines de la Infancia, y su evoluci�n; los edificios que albergaban la escuela graduada y sus servicios, incluyendo aulas, patios, comedores, talleres, gimnasios; los nuevos valores educativos y sus s�mbolos - laicismo frente a religi�n, nuevas formas de patriotismo -; las nuevas metodolog�as - Montessori, Decroly, plan Dalton -; los nuevos   contenidos y la introducci�n de la educaci�n f�sica, gimnasia r�tmica, m�sica; las instituciones municipales de apoyo, es decir, bibliotecas, teatros, programas de radio y finalmente los maestros, sus protagonistas. Un �ltimo cap�tulo est� dedicado a la guerra y a la conversi�n de las escuelas en residencias infantiles. Este completo panorama de la escuela p�blica en Madrid se recoge en fotograf�as, dibujos, documentos, revistas, proyecciones audiovisuales e incluso objetos rescatados de las escuelas, que acompa�an el recorrido de la exposici�n.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5d8f10f98c599610VgnVCM1000001d4a900aRCRD";"Madrid, ciudad educadora 1898/1938. Memoria de la escuela p�blica.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5b64033f96599610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f3079262ef5d010VgnVCM1000000b205a0aRCRD";"Museo de Historia de Madrid";"440550";"4475251";"40.42577054821346";"-3.700845660719608";"CENTRO";"/contenido/actividades/Exposiciones";"";
11027764;"Magia al l�mite de lo absurdo";"";"1";"0";"";"";"2019-10-05 00:00:00.0";"2019-10-05 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=26980b04c486d610VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b790e37de110f210VgnVCM1000000b205a0aRCRD";"Centro Cultural Jos� Luis L�pez V�zquez (San Blas - Canillejas)";"451431";"4477509";"40.446818592300296";"-3.572741163820915";"SAN BLAS-CANILLEJAS";"/contenido/actividades/CircoMagia";"";
11027519;"Magia en acci�n";"";"1";"0";"";"";"2019-10-20 00:00:00.0";"2019-10-20 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=baeda935be76d610VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=07f63190712b1110VgnVCM1000000b205a0aRCRD";"Centro Cultural Ciudad Pegaso (San Blas - Canillejas)";"449282";"4477702";"40.448428925762634";"-3.5980969888187393";"SAN BLAS-CANILLEJAS";"/contenido/actividades/CircoMagia";"/usuario/Ni�os";
11031612;"Magic�ltica";"";"1";"0";"";"";"2019-10-04 00:00:00.0";"2019-10-04 23:59:00.0";"00:00";"19 horas. Pasacalles m�gico. Compa��a Medioevo. 21 horas. Irish Treble. Danza Irlandesa.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f90b3d897f58d610VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"/contenido/actividades/DanzaBaile";"";
11031614;"Magic�ltica";"";"1";"0";"";"";"2019-10-05 00:00:00.0";"2019-10-05 23:59:00.0";"00:00";"12:30 horas. Fiesta de la espuma con el Cuerpo de Bomberos del Ayuntamiento de Madrid. 19 horas. El �rbol de Wottom. Pasacalles familiar. C�a Kamaru Teatro. 21 horas. Lume de Biqueira. Banda de gaitas.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e32b3d897f58d610VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ActividadesCalleArteUrbano";"";
11031618;"Magic�ltica";"";"1";"0";"";"";"2019-10-06 00:00:00.0";"2019-10-06 23:59:00.0";"00:00";"19 horas. Laranda. Pasacalles familiar. C�a Artlequin. 21 horas. Judith Mateo. Rock Celta.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e06b3d897f58d610VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ActividadesCalleArteUrbano";"";
11019974;"Mago de Oz";"";"0";"1";"L,M,X,J,V,S,D";"";"2019-12-27 00:00:00.0";"2020-01-05 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c320a0c279f3d610VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Conde Duque";"439759";"4475508";"40.42802889001877";"-3.710182353581842";"CENTRO";"/contenido/actividades/TeatroPerformance";"/usuario/Ni�os,/usuario/Familias";
11031721;"Malabareando";"";"0";"0";"";"";"2019-11-16 00:00:00.0";"2019-11-16 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ec43d897f58d610VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD";"Espacio Abierto Quinta de los Molinos";"446636";"4477644";"40.44774002225867";"-3.6292874542291638";"SAN BLAS-CANILLEJAS";"/contenido/actividades/CursosTalleres";"/usuario/Ni�os";
11027798;"Malabares contados de Ichi";"";"1";"0";"";"";"2019-10-06 00:00:00.0";"2019-10-06 23:59:00.0";"12:00";"Este duende nos trasladar� a un viaje por un bosque lleno de originales personajes.   Parque infantil C/ Josefina Aldecoa (Valdebebas).";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=513a0b04c486d610VgnVCM1000001d4a900aRCRD";"Parques de Hortaleza";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8591109a4676d610VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"/contenido/actividades/CircoMagia";"/usuario/Ni�os";
11026892;"MALVALANDA 13 A�OS EN CORTO";"";"0";"0";"";"";"2019-10-22 00:00:00.0";"2019-10-22 23:59:00.0";"20:00";"MALVALANDA 13 A�OS EN CORTO";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=aaf8cbd1de26d610VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD";"Cineteca Madrid";"440946";"4471394";"40.391053041229135";"-3.6958079719260075";"ARGANZUELA";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11021746;"Mam� no quiero ser normal";"";"1";"0";"";"";"2019-10-18 00:00:00.0";"2019-10-18 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d009b9984c84d610VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9743d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural �gata (Villaverde)";"442001";"4471735";"40.34636268334182";"-3.708524395897377";"VILLAVERDE";"/contenido/actividades/TeatroPerformance/ComediaMonologo";"";
